"","p.value","HR","Low 95%CI","High 95%CI"
"MARK2",0.035245370830621,1.89081535697971,1.04502317337625,3.42115161201608
"RGS19",0.00204912710249001,1.668504429903,1.20500101317487,2.31029435010271
"TRIM7",0.786528819746224,1.06015314665032,0.694660917056736,1.61794721245386
"SLC9A8",0.162214850436227,1.51305735437155,0.84652758929416,2.70439213862682
"TICAM1",0.000811576042334394,1.89873462137473,1.30462980117899,2.76338403365387
"CCR1",0.0261052045009314,1.16672341149371,1.01851534063054,1.33649780678296
"ZCCHC24",0.347886367509528,1.16665676005367,0.845606702413201,1.60959934671123
"HIPK2",0.46332007575949,1.11902086282756,0.828551818000162,1.51132091468429
"ALOX5",0.861479706624667,0.988295622044153,0.865872194643419,1.12802818082624
"CATSPER1",0.969458684534323,0.992433228972087,0.672724306358397,1.46408224685617
"CTSL",0.0227357489974827,1.22117340332822,1.02827696794744,1.45025564850778
"CCDC69",0.0482728233162169,1.39716927189196,1.00254251552068,1.94713136260886
"OGFR",0.00171205367847995,1.90158638613597,1.2725586553303,2.84154350669133
"BRI3",0.623637867901033,0.914211874752384,0.638939547994122,1.3080789169525
"CKAP4",0.935702903854795,0.993126109700007,0.839894582193149,1.17431340870473
"FGD3",0.150228692376393,1.35610682659594,0.89551080983522,2.05360527750469
"LRRC25",0.00507593366960895,1.19822480541811,1.0558571679661,1.35978873646796
"CD163",0.0156322205319769,1.1332702864575,1.02395570325117,1.25425498201697
"SPOCK1",0.0446412893462616,1.39215680718828,1.00794925900229,1.92281561645185
"RAB3D",0.0212020352768531,1.4046915420011,1.05209988920625,1.87544771025311
"LDLRAD3",0.061345269079553,1.14756475387393,0.993476536703422,1.32555205450903
"SUSD6",0.346877223551559,1.32237130126589,0.738757350470155,2.36703683191614
"SNX27",0.68606943483677,0.909384592356428,0.573736268275977,1.44139456147729
"SLC15A3",0.00705797554049786,1.27133011743414,1.06760365709306,1.51393286896002
"SATB2",0.315861890900831,1.33665620830138,0.758165205871716,2.35654420085973
"MCOLN1",0.00176392354383532,1.76030444911132,1.23501858015154,2.5090082071323
"TNFAIP2",0.00332637746228791,1.25369709749975,1.07805145332673,1.4579604780728
"PADI2",0.970847894769957,1.00316426090819,0.846811212277516,1.18838593510933
"TNFSF12",0.0789246649825098,1.21232038831022,0.9779994333948,1.50278279692963
"NAGA",0.0502373651395004,1.25202411002635,0.99976737884729,1.56792910556318
"FPR1",0.0730980298197815,1.11285998263607,0.99004131060554,1.2509148130347
"SNX21",0.111598043030821,1.56812476369985,0.900943646885542,2.72937745110835
"CHST15",0.0781613600928606,1.1365470490002,0.985679062958322,1.31050688112838
"POR",0.0410891003838857,1.50429428462271,1.01666227434395,2.22581416843542
"MAPK7",0.0105151355622817,1.55597934809256,1.10895103343087,2.18320886919616
"ASGR2",0.115277946890992,1.15521192055479,0.965338274532164,1.38243206200296
"C2CD2L",0.145429354458663,1.464099872589,0.876336333970883,2.44607960872971
"FZD1",0.0539515849651213,1.44291876706257,0.993790555487849,2.0950235005195
"KIAA0513",0.0182561110183296,1.27908680025048,1.04264066006271,1.56915330970942
"CD1D",0.0128016425538662,1.17876131186396,1.03558790853502,1.34172890480427
"MAP2K1",0.0423433599644146,1.47452356460929,1.01351217365246,2.14523298201017
"GLIPR2",0.0890250802770829,1.20517501459138,0.97193394855661,1.49438839743414
"STS",0.130664093532548,1.19485576573483,0.948548669928447,1.50512076625172
"PLEKHM1",0.131316106561269,1.55387573112601,0.876565067017056,2.7545357197487
"FPR2",0.149749103725668,1.12938471717845,0.957062733580665,1.33273378498835
"TLR5",0.114953462068673,1.1505507772373,0.966443544470261,1.36973038784895
"FRAT2",0.0792621040245622,1.31797394555344,0.96826671529506,1.79398433687599
"HDAC4",0.569498581708625,0.901948710846827,0.632041080343962,1.28711804073801
"CD4",0.00390186073214249,1.26763107957183,1.07906408591926,1.48915025054097
"TSPAN14",0.0410648711750177,1.40611278417791,1.01392872125901,1.94999226313807
"SECTM1",0.0190337095457635,1.19203386760505,1.02925416379717,1.38055768098643
"TFEB",1.849738757843e-05,1.71792615624422,1.3410510628086,2.20071432039815
"RPS6KA1",0.000258620003775764,2.46920678057051,1.52043999158873,4.01001168013515
"IL1RN",0.00511067005896318,1.26835389020351,1.07392213554898,1.49798717946345
"ABHD5",0.880837733041985,0.973613508176102,0.686352183837137,1.38110329598355
"TBC1D9",0.0673244527306482,1.21976255791864,0.985933662556057,1.50904746861266
"ARAP1",0.00139705742234673,1.59487487758429,1.19777317776333,2.12362901622106
"FCGRT",0.793952095152836,1.02532480666311,0.849874506936121,1.23699552178445
"SIGLEC11",0.11129319127261,1.33588627907656,0.93534131133758,1.90795822764736
"ITPRIP",0.192934312624397,1.27280068761576,0.885223872504054,1.83006993000829
"FXYD6",0.00588324661198782,1.35289895703837,1.09107341173477,1.67755493651461
"LFNG",0.0091991891910721,1.28960545313863,1.06496844832125,1.56162581847986
"C19orf38",0.0985037458007438,1.15391651678838,0.973680041117775,1.36751630051743
"C5AR1",0.0392952158106961,1.11902282113309,1.00553240398988,1.24532244734031
"MLX",0.0350067692446447,2.08080057781968,1.05290042615195,4.11219421809776
"VPS37C",0.00872262861148128,1.81000319306318,1.16175988808545,2.81995582090362
"RNF19B",0.0508685947339799,1.48941800105302,0.998495937028698,2.22170756994979
"ADAP1",0.052139382038489,1.30755812488767,0.997519894269561,1.71395904962047
"CEBPB",0.00595273587020399,1.30532654632774,1.07958211009519,1.57827494232714
"TYMP",0.074338868771751,1.14605776421758,0.986686587759388,1.33117082487766
"SCPEP1",0.159622141574837,1.11249437438595,0.958902438149021,1.29068785707692
"ARHGEF10L",0.0225249105630925,1.23479014725775,1.03016044997978,1.48006721457298
"LILRB2",0.00462382609591376,1.21005598549781,1.06047489335767,1.38073564702983
"LRP1",0.234775891700036,1.07410210628524,0.954625085350373,1.20853238871568
"PPARD",0.0492587017411915,1.35719306233965,1.00099170426459,1.84014812571912
"ANXA2",0.231949661477685,1.0955709608372,0.94328680566278,1.27243985924979
"EHD4",0.021013529902198,1.39612384053177,1.05157458654372,1.85356493304733
"FLNA",0.00229484605354107,1.58616154573705,1.17914261503061,2.13367612798019
"RRAS",0.00946695425991628,1.33590914033593,1.07341849106701,1.66258849282453
"ACP2",0.0171456632368451,1.57216102997479,1.08373032239535,2.28072450598989
"MAFB",0.0140408407754793,1.14592048293422,1.02790160165045,1.27748974327869
"PPFIBP2",0.0555430899149141,1.39506092467674,0.992143109211027,1.96160711644469
"PLPPR2",0.154789590469625,1.22170477972605,0.927188572424719,1.60977239495332
"CAPN2",0.0964392550975633,1.19424438821397,0.968721100837697,1.47227066443297
"SLC37A2",0.168984217943471,1.1446700643687,0.944201343263784,1.38770143212536
"SLC8A1",0.0154737177437798,1.33476036707303,1.05653747542209,1.68624897739398
"EXT1",0.617296409229593,1.11025080628412,0.736650815001837,1.67332585229198
"DGAT2",0.0697740837487781,1.4121164952806,0.97248916427399,2.05048351128132
"HMOX1",0.0206465158905613,1.18091482723673,1.0257924013135,1.35949518382263
"PKM",0.00606010006165782,1.54930022469208,1.1333192543127,2.11796559274607
"MTF1",0.427636679778869,1.22330586893209,0.74344889679416,2.01288515648713
"CDH23",0.0251288884180627,1.46634211951356,1.04892425427814,2.04987081068044
"MOB3A",0.00825217874746018,1.62208031810086,1.1329359012353,2.32241255264424
"SLC6A12",0.653378646776767,1.11184004322727,0.699990928310232,1.76600614626215
"PLBD2",0.0110696269335941,1.54858353999565,1.10510118196419,2.17003747664361
"ARAP3",0.745603476781743,0.966343224080074,0.785795898396108,1.18837376045293
"SLC24A4",0.92129861488093,1.01025109171453,0.825201374121124,1.23679782937515
"SLC43A2",0.0142811300594161,1.28112959364044,1.05080993883085,1.56193139696363
"CDC42SE1",0.0323243423727988,1.51083647308122,1.03539547844668,2.20459418252141
"HEXB",0.375272495086393,1.13598327534619,0.856977552073216,1.50582474271858
"SLC22A15",0.926095633253524,0.993620613715781,0.867945074435759,1.13749355008754
"AP1M1",0.166880346550741,1.57170261779607,0.827820578024907,2.98403927657945
"FAM20C",0.146446754922244,1.16584263801017,0.94776152840263,1.43410448290016
"FKBP15",0.462143877346061,1.13945552554967,0.804587343882382,1.61369539873781
"MAP3K3",0.275593332820882,1.23579405395986,0.844609800504625,1.80815678777361
"PLD3",0.0343096169227999,1.28426155064104,1.01866621743544,1.61910516146026
"SIGLEC9",0.102017552696984,1.11849498723328,0.978000577933066,1.27917208301648
"AP2A1",0.0179002589480244,1.7820579839456,1.10460867510482,2.87498254333636
"ITPK1",9.95253836378057e-05,2.24257922212218,1.49315170532722,3.36815177557058
"DOK2",0.000178796765520814,1.43011581836845,1.18605645927466,1.72439620218286
"ARHGAP31",0.0447044385312938,1.34622088250184,1.00705376464726,1.79961659258463
"TUBA4A",0.0176306185381642,1.26541543411875,1.04184834026276,1.53695711652437
"GSR",0.395931532091322,1.20468901667271,0.783701624384158,1.85182163943106
"CTSZ",0.0289162503532365,1.27528336667714,1.02532222689853,1.58618200469805
"ADCY7",0.0306037376074072,1.30603812387342,1.02528600351888,1.66366806447817
"CYP1B1",0.361871763843777,1.08679577747014,0.908753980564793,1.29971927186811
"SLC31A2",0.323844804372054,0.827799936990133,0.568689525418059,1.20496809779839
"CDA",0.0964901659187594,1.10650406695528,0.982027396182201,1.24675875128172
"CTSH",0.204906440575461,1.15384695171395,0.924829988389886,1.43957571088008
"KCNE1",0.000703297007655473,1.62742378842963,1.22788487349464,2.15696784309169
"IL4R",0.366617609000872,1.13659187799739,0.860778922960064,1.50078151621933
"SGSH",0.200174550907432,1.14420415599736,0.93109798030075,1.40608526524646
"MCEMP1",0.349543097387313,1.07403184066081,0.924765259203062,1.24739157669843
"ACVR1B",0.025953361320517,0.669679189121137,0.470551727413844,0.95307314842247
"GLB1",0.652372703885718,0.886519281818939,0.524906915314964,1.49724915810109
"FCN1",0.153791890572518,1.07374942931943,0.973724994426549,1.18404872378037
"PDK4",0.0279696609125918,1.20506054398896,1.02038369531541,1.42316162179571
"SIGLEC7",0.126942419774836,1.15495369003779,0.959891496158605,1.38965500941525
"MSRB1",0.128322177480195,1.20909585909026,0.946638785400488,1.54431956414159
"MEGF9",0.23299771803407,1.11605200088541,0.931800172213352,1.33673732397113
"SLC31A1",0.23816294048825,1.23889895102338,0.867862566818688,1.76856413622399
"CNIH4",0.216394994694916,1.28160988648535,0.864784027533061,1.89934578905506
"THEMIS2",0.0409479878097922,1.23788711216903,1.00881815604828,1.51896998808659
"SLC46A2",0.489504610626064,1.110193899247,0.825366583866132,1.49331281156539
"PTPN18",0.242432480179836,1.22165774206284,0.873292281208308,1.70898984321388
"TPP1",0.168486752218608,1.31361645621941,0.890954396842878,1.93678621505782
"RARA",0.0647833109584172,1.34098178799696,0.982174030042798,1.83086917464227
"APOBEC3A",0.219140422307031,1.0925022496409,0.948721365360017,1.25807345449368
"ATP6V0D1",0.0171335930713741,1.52497911324955,1.07791826870374,2.15745605522022
"NINJ1",0.0112621295558924,1.29537501537941,1.06041797091262,1.58239154418052
"PILRA",0.803702200300935,1.02351953931868,0.852088843823589,1.22944016338279
"HK3",0.0228509929607476,1.12919469054391,1.01701088335469,1.25375319971661
"KCNJ2",0.313816951396644,1.22449296267821,0.825667427810301,1.81596483662298
"NOD2",0.386044623984083,1.07924672927508,0.908303336199796,1.28236180164678
"MGAT1",0.0191024644234997,1.72626984714087,1.09347090274974,2.72527378428997
"RAB39A",0.345183272718572,1.15837451023827,0.853650032145258,1.57187542369989
"NADK",0.0235514736347677,1.38474194314935,1.0447311467477,1.83541024414402
"TICAM2",0.578157076577043,1.54349292400229,0.334270531002223,7.12707279131731
"HVCN1",0.346073115853703,1.1211427490525,0.883812169346668,1.42220384302036
"FRAT1",0.112831780631235,1.2904632887881,0.941568748936038,1.76863930710483
"LONRF3",0.307441279324586,0.880079170109034,0.688623261729085,1.12476500389341
"TLR4",0.119432719536378,1.12822510229999,0.969273410965163,1.31324337081766
"CCND3",1.21328676901476e-05,2.05971444905098,1.49015021508778,2.84697714946777
"GNS",0.28428464303896,1.14971100379555,0.890600502723752,1.48420687862399
"NFAM1",0.932479477280462,1.00535715010282,0.88847067679902,1.13762111193625
"PLD2",0.0790577363908031,1.24770529478324,0.974646915544552,1.59726407358539
"CR1",0.362622635543955,0.924341034808318,0.780318879291923,1.09494511962317
"NCEH1",0.349668361158908,1.17207344162628,0.840323369358058,1.63479465484235
"B4GALT1",0.00980138862008273,1.674733972017,1.13240368165857,2.4767968547399
"RHOU",0.473491117393132,1.07569891311722,0.881128472966741,1.31323432074047
"BCL6",0.148535588787454,1.12557702030507,0.958688993268183,1.32151681883807
"TADA2B",0.590744556033751,1.16407021874969,0.66912138542004,2.02513251512551
"HSPA6",0.0551939888036488,1.29737751862596,0.994229871444455,1.69295700539621
"PFKFB4",0.590818267914417,1.07992748345477,0.815938025318786,1.42932837217055
"LILRB3",0.0199939466295624,1.19533447233857,1.02850698395093,1.38922197229252
"S100A6",0.00171530825539081,1.31235178251201,1.10728564943223,1.55539557651231
"EFHD2",0.00226875856287303,1.55452183550555,1.17105967429721,2.06354824617609
"S1PR3",0.555640127224456,0.92624094731465,0.71788718173697,1.19506562355181
"VDR",0.000978827956928226,1.40768066839128,1.14871104729015,1.72503334832297
"SIRPD",0.277978455981496,1.14127787558906,0.898889411528299,1.44902718021177
"CTSD",0.000972662851318126,1.37845030640122,1.13909649634432,1.66809857928247
"AATK",0.586223514097635,1.08197953175998,0.814711506483864,1.43692546113651
"SLC16A3",0.0225509160198419,1.32048467456271,1.03989752257262,1.67678039220756
"DEF8",0.961582756614657,1.00981930524205,0.678525615845502,1.50286887543494
"APOA2",0.34337962216881,1.1219469952626,0.884305503492435,1.42345044241777
"SIDT2",0.0536823186828565,1.34801536360051,0.995279083422767,1.82576470335722
"UNC5A",0.454188360562498,1.10407922514632,0.851913958675159,1.43088503596702
"CRISPLD2",0.275743983474402,1.11886652640609,0.914245548925302,1.36928454875563
"PPP2R5B",0.0707635644417449,1.54284869634929,0.963956304682297,2.4693879673428
"MEFV",0.0331027482234253,1.16031104353728,1.01199461183264,1.33036451183915
"TMEM127",0.0267897757825066,1.73354864164693,1.06529499710668,2.82099409188811
"PTPRJ",0.854722180157098,1.01662597176754,0.852126167376933,1.21288185487106
"HK1",0.00552252111642285,1.57180188045814,1.14202713926682,2.16331211970832
"IL17RA",0.969502173286643,0.996590929171428,0.83654374618792,1.18725826907761
"PPM1M",0.00788490874041624,1.4412723466712,1.10063556166896,1.88733314606811
"PLEKHO2",0.0205796091424609,1.51023961461226,1.06536628825999,2.14088217233656
"KCNQ1",0.00402838558844691,1.3416572422631,1.09812826282233,1.6391929947151
"KLF13",0.00647166354824175,1.85773522504418,1.18950266979422,2.90136395151346
"ITGAM",0.00556944477097512,1.2244546216431,1.06112017193937,1.41293056159979
"GAA",0.285030092172286,1.13271501511582,0.901365622008956,1.42344379920901
"NPTN",0.155390182081065,1.41178626974184,0.877320277619918,2.27185045447572
"SIRPB1",0.24582982485422,1.08101388053573,0.947754029710834,1.2330108585953
"AP5B1",0.75038106561375,1.03647459634192,0.831200018384361,1.29244413510754
"CAMK1",0.34095775506104,1.13206599381735,0.876987382462558,1.4613362061824
"S100A11",0.144355483952516,1.12363038285347,0.960845066415108,1.31399460891439
"TMEM150B",0.354579383474866,1.09587631495229,0.902774445188345,1.33028233583069
"TM9SF4",0.121549733546513,1.90485838964837,0.8425391346176,4.30660765242748
"RIN2",0.976776018304758,1.00352564727149,0.791809204332283,1.2718515006161
"LGALS3",0.193577902950765,1.10727658502334,0.949590126864093,1.29114804488318
"PRKACA",0.0633420278640484,1.41526650605301,0.980884697294968,2.04201297938403
"SIRPA",0.145093490986879,1.19226286546659,0.94111312211268,1.51043557567187
"RASSF2",0.27103927863325,1.19157700553785,0.872110857714267,1.62806797733019
"IQSEC1",0.0897470504160381,1.25581312132998,0.965278912654522,1.63379368908784
"PLEC",0.0101917830634106,1.29956265598404,1.06411023310712,1.58711291770679
"PNPLA1",0.408429402756777,1.16623784121627,0.809913740976374,1.67932785119208
"SLC36A1",0.0420352239956808,0.781027464518774,0.615456434820324,0.991140665400158
"SLC12A9",0.388122396442795,1.13371882520619,0.852553958226315,1.5076094154802
"IGF2R",0.0118365452306703,1.24933429193597,1.05049820953954,1.48580564805655
"AGTRAP",0.11798927217023,1.19804072575993,0.95518408242191,1.50264394789758
"LRP10",0.00573094330229855,1.58656330201573,1.14353647311565,2.20122678242591
"MYO7A",0.000491101787509479,1.53784767835567,1.20728627217284,1.95891855671274
"IFNGR2",0.548904045346175,1.09500030745511,0.813832870865513,1.47330700964636
"TFE3",0.00183050506089079,1.94921989569741,1.28104375624472,2.96590821606315
"RASSF4",0.382339317979908,1.08225013653015,0.906382237769497,1.29224217908536
"SPRYD3",0.000745844521917148,2.84875662557845,1.55024372932714,5.23492800406261
"NLRP12",0.058618602346243,1.15528482343457,0.994752945338323,1.34172311779816
"MICAL2",0.280144486558101,1.13853532393882,0.899682800339727,1.44079967224781
"HS1BP3",0.0441455717777561,1.70226990117651,1.01403743262615,2.85760931817575
"TPD52L2",0.031895781249342,1.66516691709834,1.04513205234347,2.65304356093709
"SLC35F6",0.722385483286783,0.940450498348592,0.670248568666656,1.31958079612698
"SMCO4",0.234796629359612,1.13938652117487,0.918718380577115,1.41305722415118
"PDXK",0.222944245167811,1.24447067920388,0.875449187192884,1.76904301706428
"NACC2",0.227033143872419,1.13999291087977,0.921683835307155,1.41001044726257
"NPLOC4",0.119715764557537,1.73676329320491,0.866468951598971,3.48119425520976
"PSAP",0.162352812323586,1.15931356055618,0.942196094310572,1.42646306836252
"MAST3",0.0658776011537658,1.37581755917761,0.979278903733661,1.93292630825045
"NPL",0.758038263424082,1.03248000002709,0.842484888666089,1.26532233966091
"CTSB",0.125090139466151,1.20337788927303,0.94985508091923,1.52456766666953
"SMPD1",0.116878495127242,1.44898053381929,0.9114639843928,2.30348606564627
"JAZF1",0.905367817421574,0.984988109898904,0.767593472137445,1.26395235480649
"TBC1D2",0.0420473216814584,1.31583632521043,1.00991603139601,1.7144249431806
"SLC26A6",0.282258570403759,1.19645626220737,0.862795491936032,1.65915051800175
"EXTL3",0.267007055508326,1.40892698300343,0.769106907632342,2.58101341144639
"NHSL2",0.340756279712674,1.08958618324468,0.913276068370081,1.29993338469549
"GRN",0.619569816866823,1.04267441100399,0.884096764985341,1.22969562882694
"TMEM63B",0.300374433213139,1.21023417718062,0.843405496885199,1.73661040747925
"ZBTB47",0.0112641017017807,1.67901592429658,1.12463019028525,2.5066857518083
"RXRA",0.127061175741974,1.19172690130802,0.951313463183025,1.49289699164908
"KIF1C",0.264406148665425,1.20347639715336,0.869309855965473,1.66609803002483
"PELI3",0.00626022160832273,1.71247239412377,1.16447973905944,2.51834497610466
"TOLLIP",0.045977410854077,1.74284743776313,1.00996962929042,3.00753320023257
"DNAJC5",0.047451997622302,1.54406525485213,1.00489460182182,2.37252494631702
"ZBTB7B",0.0409386599948174,1.26589957540012,1.00975783681478,1.58701589289289
